video_id,trending_date,title,channel_title,category_id,publish_date,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
Prb_osSVE0M,14-11-2017,Renu Desai Gives Rating For Pawan kalyan As Husband | Open Heart With RK | ABN Telugu,ABN Telugu,25,13-11-2017,156085,716,53,0,TRUE,FALSE,FALSE
1kuJkA9usqg,14-11-2017,"Deivamagal Episode 1387, 13/11/17",VikatanTV,24,13-11-2017,387221,2159,1214,711,FALSE,FALSE,FALSE
znOC3IU0dF8,14-11-2017,Hero Tarun at #ChaySamWeddingReception | Samantha & Naga Chaitanya Reception Videos | News Mantra,News Mantra,24,13-11-2017,55178,45,94,15,FALSE,FALSE,FALSE
z3V9LUA6VQM,14-11-2017,ఆమె బ్యాంకు అకౌంట్ లో పొరపాటున 125 కోట్లు జమయాయ్యి..! దీంతో ఆమె ఏం చేసిందో తెలుసా..|| OmFut,OmFut,24,12-11-2017,236710,858,197,66,FALSE,FALSE,FALSE
gW4Su5wq0b8,14-11-2017,Neeya Naana - 12th November 2017 - Promo 2,Vijay Television,24,11-11-2017,261202,1971,126,201,FALSE,FALSE,FALSE
qP67alYxSiU,14-11-2017,కెమెరాలో రికార్డ్ అయిన ఈ అద్భుతాన్ని చూస్తే ఆశ్చర్యపోతారు.. HOTNEWS TELUGU,HOTNEWS TELUGU,26,12-11-2017,128851,0,0,0,TRUE,TRUE,FALSE
1OTwWFJY_0I,14-11-2017,[PWW] Plenty Wrong With BAHUBALI 2 (450 Mistakes In Baahubali 2) Full Movie | Bollywood Sins #29,Bollywood Sins,24,12-11-2017,156063,5406,534,1047,FALSE,FALSE,FALSE
JSkOecmAFFo,14-11-2017,Girls On A Date ft. Komal Pandey | The Timeliners,The Timeliners,24,11-11-2017,793778,21956,1590,1661,FALSE,FALSE,FALSE
Yvp9jUJtMuY,14-11-2017,Naa Show Naa Ishtam |Sathvik &Komali Sisters| 11th November 2017 | Full Episode 105 | ETV Plus,ETV Plus India,23,11-11-2017,309490,1560,200,108,FALSE,FALSE,FALSE
7yTWI873yfg,14-11-2017,Review On Bigg Boss 11: OMG! Hina Khan Vs Salman Khan part 2,Saas Bahu Aur Betiyaan,24,11-11-2017,334780,1307,230,744,FALSE,FALSE,FALSE
l3fRny54z4U,14-11-2017,സൗബിനെ വെറും  30 സെക്കൻഡ് സമയം കൊണ്ട് വളച്ചെടുത്ത പേർളി !!,Asianet,24,13-11-2017,54861,247,20,10,FALSE,FALSE,FALSE
MXH7yFFl3fE,14-11-2017,"8 राशियों की लगेंगी लॉटरी,16 नवम्बर के बाद खुब बरसेगा पैसा व प्यार,सूर्य राशि महापरिवर्तन",AstroMitram,22,12-11-2017,97522,838,189,49,FALSE,FALSE,FALSE
hDUel4MX-Fw,14-11-2017,13 November 2017-The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs,Study IQ education,27,13-11-2017,47352,2240,31,543,FALSE,FALSE,FALSE
TuOBfQRXwhQ,14-11-2017,"13 नवम्बर से इन 9 राशि वालों का खुलेगा किस्मत का ताला, कहीं आप की राशि तो नहीं इन में से एक जानिए",Brijnaari Sumi,22,12-11-2017,109594,790,189,145,FALSE,FALSE,FALSE
1WTtrHW7uw8,14-11-2017,"Bigg Boss 11 | Eviction Interview | ANGRY Mehjabi calls Hina, Priyank FAKE",BookMyTV,24,12-11-2017,150806,1311,508,740,FALSE,FALSE,FALSE
w5qMOyPuUqU,14-11-2017,வாணி ராணி - VAANI RANI -  Episode 1416 - 13/11/2017,RadaanMedia,24,13-11-2017,170707,1152,178,166,FALSE,FALSE,FALSE
8vBjlhp73hU,14-11-2017,భార్య తో వెంకటేష్ ...Venkatesh Wife Neeraja At Samantha Naga Chaitanya Wedding Reception..Allu Arjun,Around Telugu,24,13-11-2017,154502,543,15,15,FALSE,FALSE,FALSE
WPuhu6dYyQY,14-11-2017,"Baal Veer - बाल वीर - Episode 777 (Part 1) - 11th November, 2017",Sony PAL,43,11-11-2017,433053,938,298,119,FALSE,FALSE,FALSE
XjF2n3NaoSk,14-11-2017,Konchem Touch Lo Unte Chepta Season 3 - Rajasekhar and his Family Promo - Pradeep Machiraju,Pradeep Machiraju,22,10-11-2017,1025941,6019,234,280,FALSE,FALSE,FALSE
ozZ8HpIBsGw,14-11-2017,Mersal - A minute of Aalaporaan Thamizhan | Vijay | A R Rahman | Atlee,Sony Music India,10,10-11-2017,1449239,120289,3108,3296,FALSE,FALSE,FALSE
RWTutjJA1I4,14-11-2017,Elephant hit man in Facebook live,Manorama News,25,13-11-2017,93662,33,5,10,FALSE,FALSE,FALSE
xjFKfAudCOo,14-11-2017,"Aruvi - Official Teaser | Arun Prabu | Bindhu Malini, Vedanth | Dream Warrior Pictures",Dream Warrior Pictures,1,09-11-2017,696515,12397,449,385,FALSE,FALSE,FALSE
Mwn4zdD51Kc,14-11-2017,18 नवम्बर शनि अमावस्या ज़रा सा सरसों का तेल चमका देगा किस्मत इतना आयेगा पैसा की संभाल नही पाओगे उपाय,Magical Nuskhe,26,13-11-2017,74888,663,71,14,FALSE,FALSE,FALSE
Ny_-eMpu95Q,14-11-2017,பாகுபலி ஸ்டைலில் ஏற முயன்றவரை யானை தூக்கி வீசும் காட்சி,Polimer News,25,13-11-2017,52312,547,25,59,FALSE,FALSE,FALSE
7BUEKSFwk7Q,14-11-2017,"Mission IAS 2018 : 13 November, 2017 The Hindu Daily Editorial Discussion",only ias,27,13-11-2017,23114,0,0,0,TRUE,TRUE,FALSE
EU-y4Y7khJU,14-11-2017,Bithiri Sathi Turns Brand Ambassador For Chicken | Teenmaar News | V6 News,V6 News Telugu,25,11-11-2017,357019,2487,219,326,FALSE,FALSE,FALSE
pw3iSkTRJWw,14-11-2017,Kuladheivam SUN TV Episode - 771 (13-11-17),THIRU TV,24,13-11-2017,117022,466,135,24,FALSE,FALSE,FALSE
r0wnuv1X1Z0,14-11-2017,"Samantha , Naga Chaitanya Wedding Reception held in Hyderabad",ETV Telangana,25,12-11-2017,24276,1,1,1,FALSE,FALSE,FALSE
WZIsINLpDcA,14-11-2017,வள்ளி | Valli | Sun TV | Tamil Serial | Episode 1425 Promo,Saregama TVShows,24,13-11-2017,58675,226,23,30,FALSE,FALSE,FALSE
SDG5U00mS_U,14-11-2017,Snippets From The IBPS PO/CLERK SEMINAR By ADDA247 Video Team,Adda247 :Official Channel of BankersAdda & SSCAdda,27,13-11-2017,12790,234,22,46,FALSE,FALSE,FALSE
5zHIyadCwwE,14-11-2017,"Tech Talks #346 - Moto X4, BharatNet II, iPhone X FaceID, Indigo Laptop Smoke, Rubber Electricity",Technical Guruji,28,13-11-2017,153384,29321,750,1787,FALSE,FALSE,FALSE
3QsBs8JM3sM,14-11-2017,"Half Boil | Web Series - Episode 7 | Gopi,Sudhakar,Javith | Madras Central",Madras Central,24,10-11-2017,868921,34242,1317,4604,FALSE,FALSE,FALSE
3BF-iAMjciE,14-11-2017,मृत अनिकेत कोथळेंच्या मुलीचा आर्त सवाल,ZEE 24 TAAS,25,12-11-2017,37616,17,0,5,FALSE,FALSE,FALSE
_Qh5u5U9h80,14-11-2017,Uppum Mulakum│Flowers│EP# 473,Flowers Comedy,24,11-11-2017,482839,3978,248,848,FALSE,FALSE,FALSE
6I2yAoxBRtI,14-11-2017,Virgin Woman Diaries | Season FINALE | Web Series | Kabir Sadanand | FrogsLehren | HD,Frogs Lehren,1,13-11-2017,181117,3218,222,517,FALSE,FALSE,FALSE
qgasli1u-Ag,14-11-2017,AUNTY KI GHANTI PART 2 | FULL MUSIC VIDEO,Mallika,23,11-11-2017,108414,3771,5349,2491,FALSE,FALSE,FALSE
UtqE056lqas,14-11-2017,"Lagira Zhala Jee - लगिरा झला जी - Episode 172  - November 13, 2017 - Preview",zeemarathi,24,12-11-2017,78447,241,11,13,FALSE,FALSE,FALSE
7HTw1Jz5lcQ,14-11-2017,ಬಿಗ್ ಬಾಸ್ ಐದರ ಶ್ರೀಮಂತ ಮತ್ತು ಕಡು ಬಡವ ಸ್ಪರ್ದಿ ಯಾರು ಶಾಕಿಂಗ್ | big boss poor contestant,SANDALWOOD REVIEWS,1,11-11-2017,103665,566,66,76,FALSE,FALSE,FALSE
NgEgYjvh6rE,14-11-2017,FilterCopy | Types Of Men You Meet On A Date | Ft. Irrfan and Parvathy,FilterCopy,23,09-11-2017,1014724,25413,891,1030,FALSE,FALSE,FALSE
yqV4godQ7Xk,14-11-2017,Actor Rajasekhar Exclusive Interview | Frankly With TNR #83 | Talking Movies With iDream #554,iDream Telugu Movies,24,10-11-2017,277050,2131,113,538,FALSE,FALSE,FALSE
Svdb9YT86vc,14-11-2017,వీళ్ళేమో టాప్ విలన్స్ కానీ వీళ్ళ భార్య లు టాప్ హీరోయిన్స్ | 6 Tollywood Villains Wives | Gossip Adda,Gossip Adda,24,11-11-2017,109580,391,73,18,FALSE,FALSE,FALSE
_bNrVP6CCfs,14-11-2017,Aramm - Aram Movie Review - Nayantharaa - Tamil Talkies,Tamil Talkies,24,10-11-2017,308394,5415,1833,568,FALSE,FALSE,FALSE
FBzjw0yPup0,14-11-2017,dayyam pattindi  | comedy | my village show,My Village Show,23,10-11-2017,748248,18891,1001,2078,FALSE,FALSE,FALSE
uzcHSrzwp9I,14-11-2017,விக்ரம் மனைவி பற்றி பலரும் அறியாத உண்மைகள் | Tamil Cinema News | Kollywood News | Latest Seithigal,TamilCrowd,24,11-11-2017,377572,1717,170,55,FALSE,FALSE,FALSE
BwIw80nybkU,14-11-2017,Weekly Reliv | Taarak Mehta Ka Ooltah Chashmah |06th November to 10th November 2017| Ep 2331 to 2335,SAB TV,24,11-11-2017,277839,1167,162,87,FALSE,FALSE,FALSE
7RGnOALpYCk,14-11-2017,Durga | Full Ep 913 11th Nov 2017 | Odia Serial - TarangTV,Tarang TV,24,11-11-2017,85165,244,41,16,FALSE,FALSE,FALSE
PBuCqgA7u5w,14-11-2017,Abhishek Bachchan Lashes Out As Paparazzi Click Aishwarya Rai Bachchan In A Wrong Light,Business Of Cinema,24,08-11-2017,2664065,2351,4169,883,FALSE,FALSE,FALSE
xnvlaasnhHg,14-11-2017,Varun Tej And Rana Dagubati Making Fun With Samantha In #ChaySam Wedding Reception | Film Jalsa,Film Jalsa,24,12-11-2017,16825,31,12,2,FALSE,FALSE,FALSE
JsZ2yyIXOSE,14-11-2017,விவேக்கிற்கு இத்தனை சொத்துகளா?..  | விவேக்கிற்கு பணத்தால கண்டம்- வீடியோ,Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,11-11-2017,84097,352,44,47,FALSE,FALSE,FALSE
1wqsTGkFHoE,14-11-2017,"इन 7 राशियों की चमकेगी किस्मत,गुरु का होगा उदय, 10 november 2017",Anokhe totke,22,09-11-2017,367797,2254,605,0,TRUE,FALSE,FALSE
_fJSu5naKX4,14-11-2017,Naa Peru Meenakshi | 11th November 2017 | Full Episode No 876 | ETV Telugu,etvteluguindia,24,11-11-2017,315154,842,219,183,FALSE,FALSE,FALSE
3FxCSn3d1f4,14-11-2017,আতঙ্কের রাত by Sasthipada Chattopadhyay (NEW GOLPO) SUNDAY SUSPENSE,SUNDAY SUSPENSE,24,12-11-2017,26675,540,21,75,FALSE,FALSE,FALSE
0Gf19Rue4zA,14-11-2017,Customer vs Shopkeeper | WTF | WHAT THE FUKREY,What The Fukrey,24,11-11-2017,185537,7629,734,607,FALSE,FALSE,FALSE
cRxYTelqWOg,14-11-2017,జగన్ యాత్రలో ఈ పరికరాల పనేంటి? |YS Jagan's Padayatra,political bench,25,12-11-2017,66463,622,50,28,FALSE,FALSE,FALSE
BhZx-ZEz0_Y,14-11-2017,നടി ദിവ്യ ഉണ്ണി കെട്ടിയോനെ ഉപേക്ഷിച്ചിട്ട് ഇപ്പോഴത്തെ പണി കണ്ടോ  | Actress Divya Unni,First Show,24,12-11-2017,35431,51,32,9,FALSE,FALSE,FALSE
deKWUn7r-_8,14-11-2017,600சொத்துக்கள் 5நாளில் பெயர்மாற்றம்:பரோல் வீண் இல்லை 600Assets Replaced in 5Days:Parol is not  waste,Video121,25,11-11-2017,59708,151,37,11,FALSE,FALSE,FALSE
bDDZLQw8Wb4,14-11-2017,Vamsam - வம்சம் | Tamil Serial | Sun TV |  Epi 1332 | 11/11/2017 | Vision Time,VisionTimeTamil,24,11-11-2017,182209,970,152,107,FALSE,FALSE,FALSE
AL1RsbakLx4,14-11-2017,Bigg Boss 11: Priyank Sharma To Be ARRESTED From The Bigg Boss House? | Filmibeat,FilmiBeat,24,11-11-2017,249737,1303,483,411,FALSE,FALSE,FALSE
zWAjEtFkMgY,14-11-2017,Weekly Rasi Phalalu 2017 November 12th - November 18th  2017,muluguastro,22,11-11-2017,37384,164,32,6,FALSE,FALSE,FALSE
D1z2sKcSsfY,14-11-2017,ARE YOU FRIENDZONED? ft. SheTroubleMaker | RishhSome,Rishhsome,23,11-11-2017,353789,25657,1949,1226,FALSE,FALSE,FALSE
m5HsZ4lYtv4,14-11-2017,കർണാടകയിലെ ക്യാൻസർ ചികിത്സയെ കുറിച്ചുള്ള പുതിയ വീഡിയോ | Cancer Treatment Center | malayalam News,Stars and News,22,11-11-2017,121361,1364,75,78,FALSE,FALSE,FALSE
a8hFBXnqo0k,14-11-2017,Watch: Green corridor for ambulance carrying critically-ill cancer patient,The Times of India,25,10-11-2017,50220,15,0,3,FALSE,FALSE,FALSE
XVPpvn9vQDU,14-11-2017,Ammuvinte Amma l The person who seeking for Ammu l Mazhavil Manorama,Mazhavil Manorama,24,12-11-2017,96306,52,75,41,FALSE,FALSE,FALSE
efpUCPITNmw,14-11-2017,Russia Vs Argentina 0-1 - All Goals & Highlights - Resumen y Goles 11/11/2017 HD,NugoBasilaiaa,17,11-11-2017,1641745,7643,702,1082,FALSE,FALSE,FALSE
JFe_OFPYKQY,14-11-2017,स्पेशल रिपोर्ट : सांगली : अनिकेत कोथळेच्या मृतदेहासोबत 14 तासाच्या प्रवासात काय घडलं?,Abp Majha,25,11-11-2017,71272,309,38,66,FALSE,FALSE,FALSE
oGoABVPTDQA,14-11-2017,வில்லன்களுக்கு என் படத்தில் காவி நிறம் தான்- சுசீந்திரன் | Naughty Nights | Black Sheep,Black Sheep,24,12-11-2017,90034,1948,183,145,FALSE,FALSE,FALSE
uLLYbYpV1z4,14-11-2017,CHILDHOOD MEMORIES OF EVERY INDIAN 1990s KIDS,The RawKnee Show,23,12-11-2017,71786,9067,453,5427,FALSE,FALSE,FALSE
ul6tkHoVFg0,14-11-2017,73 QUESTIONS W/ PRIYANKA CHOPRA | Vogue | Reaction w/ Hope!,jaby koay,24,11-11-2017,158126,3477,136,435,FALSE,FALSE,FALSE
HilwZ2E5PX8,14-11-2017,Samantha Naga Chaitanya Wedding Reception Full Video,V9 Media,25,13-11-2017,31421,57,12,4,FALSE,FALSE,FALSE
V4olAUYK6aE,14-11-2017,Current Affairs Live 2.0 | 13 Nov 2017 | करंट अफेयर्स लाइव 2.0 | All Competitive Exams,Mahendra Guru : Online Videos For Govt. Exams,27,13-11-2017,14018,764,9,102,FALSE,FALSE,FALSE
Yx6FaFVw9NY,14-11-2017,Daily Promise and Prayer by Bro. P. Satish Kumar from Calvary Temple - 13.11.2017,Calvary Temple Hyderabad,22,12-11-2017,15107,1090,6,133,FALSE,FALSE,FALSE
t_vpgs7aDco,14-11-2017,Real Fight Between Hero Rajendra Prasad and Victory Venkatesh,Tollywood Mirapakai,24,13-11-2017,19567,171,28,204,FALSE,FALSE,FALSE
82Xuew50Dh4,14-11-2017,'Shaadi Mein Zaroor Aana' Star Cast Rajkummar & Kriti On Yaar Mera Superstar | Full Episode,zoom,24,11-11-2017,55908,452,18,30,FALSE,FALSE,FALSE
v3nuxG2Q6Ew,14-11-2017,Sanjay Leela Bhansali Speaks | Padmavati | Ranveer Singh | Deepika Padukone | Shahid Kapoor,Viacom18 Motion Pictures,24,08-11-2017,662980,18875,2323,3995,FALSE,FALSE,FALSE
ziOwvxFoLw0,14-11-2017,CLOSE ENCOUNTER WITH  MAJOR RAVI _Reporter Live,REPORTER LIVE,25,11-11-2017,92089,895,137,533,FALSE,FALSE,FALSE
JBFmDaNsofY,14-11-2017,ಮಾಸ್ಟರ್ ಮಂಜುನಾಥ್ ಈಗ ಯಾವ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾರೆ ಗೊತ್ತಾ | Master Manjunath,chandanavana,24,11-11-2017,63293,172,20,1,FALSE,FALSE,FALSE
ifqJNMRupEU,14-11-2017,பாகுபலி பிரபாசை போன்று யானையிடம் செய்ய முயன்றவருக்கு என்ன ஆனது பாருங்கள்,News VIdeo,22,13-11-2017,7573,1,1,2,FALSE,FALSE,FALSE
NgsoF5QeG4c,14-11-2017,"13, 14  heavy rains in chennai, Nov 13, 14 chennai weather | tamil news | tamil news today | redpix",Red Pix 24x7,25,13-11-2017,22933,83,28,17,FALSE,FALSE,FALSE
CgbZnZrE9OM,14-11-2017,Baat Ka Batangad,Irahul Vohra,23,11-11-2017,70810,3768,191,257,FALSE,FALSE,FALSE
cA3fSbbeLqI,14-11-2017,जनरल जीडी बख्शी ने बोला Pok हमारा है ऋषि कपूर और फारुख अब्दुल्ला कोई जवाब,Modi again in 2019,25,12-11-2017,69459,351,70,190,FALSE,FALSE,FALSE
DWC2o_h5wP0,14-11-2017,Gujrat चुनाव का internal पोल देखकर हिल जाएगी भाजपा,India News DastaK,22,11-11-2017,82449,1305,83,73,FALSE,FALSE,FALSE
SF-ObMCb-Ac,14-11-2017,பிரியமானவள் சீரியலில் இருந்து ஈஸ்வரி ஏன் விலகினார் தெரியுமா ..?,Chinnathirai Seithigal,24,11-11-2017,58815,131,37,3,FALSE,FALSE,FALSE
F9Fd3AUaOC4,14-11-2017,Funny Salesmen Everywhere || Hyderabadi Comedy || Warangal Diaries,Warangal Diaries,23,12-11-2017,68808,4664,99,760,FALSE,FALSE,FALSE
s6pM3FlBcAw,14-11-2017,8 Bollywood Actresses who become early age moms before Turning 30!,TOP 10 STAR,27,12-11-2017,103975,162,54,12,FALSE,FALSE,FALSE
t-3rtU-91OU,14-11-2017,Reason behind IT Raid at Sasikala & relatives' place ? | JV Breaks,Vikatan TV,25,11-11-2017,64197,904,99,130,FALSE,FALSE,FALSE
-7dTzc8kTOY,14-11-2017,FEEELINGS ABOUT THE IPHONE X,CaseyNeistat,22,10-11-2017,2820328,96617,6336,12063,FALSE,FALSE,FALSE
g7SdBlW1Zj8,14-11-2017,జగన్ లేకపోతే అసంబ్లీలో అందరూ నిద్రపోతున్నారు బీజేపీ mla Vishnu Kumar Raju | Cinema Politics,Cinema Politics,25,12-11-2017,47328,1053,30,75,FALSE,FALSE,FALSE
HroHi1lUg6M,14-11-2017,ಬಿಗ್ ಬಾಸ್ 5  ಮನೆಯಲ್ಲಿ ಇರುವ ಕೋಟ್ಯಧಿಪತಿಗಳ ಅಸ್ತಿ ಎಷ್ಟು ಗೊತ್ತ? ಶಾಕಿಂಗ್!,Sandalwood Studios,22,11-11-2017,40355,76,43,14,FALSE,FALSE,FALSE
13zgNDLHfyk,14-11-2017,கோவணத்தோட அலையனுமா? EPS & OPS Behind the IT Raids | TTV Dinakaran Kidding BJP | Sasikala Family,Nakkheeran TV,25,11-11-2017,85832,423,94,120,FALSE,FALSE,FALSE
GuO4gJs9BFs,14-11-2017,Mor Comedy # Mangu Ke Drame # Episode 10 # लुंगी डांस  # Vijay Varma & Shikha Raghav # Mor Haryanvi,Mor Haryanvi,24,11-11-2017,279282,2560,292,263,FALSE,FALSE,FALSE
kwGrQZUXBus,14-11-2017,Ippadai Vellum Movie Review - Dumbest Review | Udhayanidhi Stalin | Smile Settai,Smile Settai,23,11-11-2017,81117,1237,90,80,FALSE,FALSE,FALSE
JtSoHMVvKG8,14-11-2017,ನಟಿಯ ಕಥೆ | ಕನ್ನಡ ಶೃಂಗಾರ ಕಥೆ | kannada health tip's | Kannada lifestyle,Kannada Health Tips,24,11-11-2017,72644,44,44,0,TRUE,FALSE,FALSE
Lww6RzTwTpE,14-11-2017,ಅಗ್ನಿಸಾಕ್ಷಿ ಸೀರಿಯಲ್ ಮಾಯಾ ತಾಯಿ-ಕೂಡ ನಟಿ-Agnisakshi Serial Maya Mother Famous Actress Kannada News,Trending News,24,11-11-2017,81305,104,52,5,FALSE,FALSE,FALSE
pBmmYgmN2IM,14-11-2017,Flipkart Billion Capture+ Unboxing & First Look | MadeForIndia | Xiaomi Killer is Here,Sharmaji Technical,28,10-11-2017,308383,20361,851,13553,FALSE,FALSE,FALSE
Sdar8GHtD0k,14-11-2017,"Thatrom Thookrom - #DemonetizationAnthem | STR, Kabilan Vairamuthu, Balamurali Balu | TrendMusic",Trend Music,10,08-11-2017,1205088,65244,1435,2729,FALSE,FALSE,FALSE
1r4NI9_rC8A,14-11-2017,Aram - an apology and review by prashanth,tamilcinemareview,1,10-11-2017,194888,4711,263,416,FALSE,FALSE,FALSE
ntBIQF7TOW4,14-11-2017,Ravneet Singh - Jattan Wale Gaane,Kumar Films,10,10-11-2017,204389,2687,145,101,FALSE,FALSE,FALSE
2nTvmoZNr9E,14-11-2017,Kundali Bhagya Full Episode 10th November 2017 Updates,Entertainment Era,24,10-11-2017,177563,292,40,20,FALSE,FALSE,FALSE
7z90pkNWBlw,14-11-2017,వైసీపీకి కొత్త జోష్ ...త్వరలో పార్టీలోకి ఉండవల్లి..!| Ex MP Undavalli Arunkumar to Join YCP Soon..!,Amaravathi Media,25,12-11-2017,50914,868,32,42,FALSE,FALSE,FALSE
7zCrBCsRcDc,14-11-2017,"Muddha Mandaram - Episode 927  - November 13, 2017 - Preview",zeetvtelugu,24,12-11-2017,141759,175,46,50,FALSE,FALSE,FALSE
LwVz-MSPCcA,14-11-2017,Nonstop 100 | Rahul Gandhi and Amit Shah to Come Face-to-Face in Banaskantha Today,Aaj Tak,25,12-11-2017,60541,249,65,10,FALSE,FALSE,FALSE
pzRaJ63e-fg,14-11-2017,Common Man Questions Modi - Badhil Kelvigal | Put Chutney,Put Chutney,24,11-11-2017,68992,2769,209,585,FALSE,FALSE,FALSE
9qMbaOzubCc,14-11-2017,RSS worker hacked to death in Thrissur; hartal in Thrissur,asianetnews,25,12-11-2017,66231,203,42,23,FALSE,FALSE,FALSE
LY-RHT8xF5I,14-11-2017,സിൻജോമോന്റെ മൃതുദേഹം പുറത്തെടുത്തപ്പോൾ കണ്ടത് ഞെട്ടിക്കുന്ന കാഴ്ച | Sinjomon,ABC Malayalam,22,09-11-2017,206015,142,56,11,FALSE,FALSE,FALSE
UZZJT2dN1QM,14-11-2017,"Kundali Bhagya - कुंडली भाग्य - Episode 89  - November 13, 2017 - Preview",zeetv,24,11-11-2017,376679,1308,63,74,FALSE,FALSE,FALSE
iTdm-HsOdNs,14-11-2017,"Dialogue Promo 3 | Shaadi Abhi Baaki Hai | Mansi Dovhal, Amit Bhaskar & Sanjay  Mishra",Zee Music Company,10,13-11-2017,12408,113,22,36,FALSE,FALSE,FALSE
rOR5PJgR0DQ,14-11-2017,നശിപ്പിച്ച് ! | AroMal Ar,AroMal Ar,23,11-11-2017,100662,2021,453,242,FALSE,FALSE,FALSE
4TStX6b0uJ0,14-11-2017,Anna | Malayalam Short Film with English Subtitles | Eldhose Lomy | Official,Malayalam Muzik247,10,12-11-2017,42923,908,126,92,FALSE,FALSE,FALSE
QYNymjtl_QE,14-11-2017,SHRIMAD BHAGWAT KATHA - BHADOHI DAY- 4,Shri Devkinandan Thakur Ji,22,12-11-2017,20086,1059,28,61,FALSE,FALSE,FALSE
DckjtlTRxxw,14-11-2017,വിട്ടുമുറ്റത്തു ഒരു ആപ്പിള്‍ മരം വേണോ? വിട്ടില്‍ ഈസിയായിആപ്പിള്‍ തൈ ഉണ്ടാക്കിയെടുക്കാം,JOBY VAYALUNKAL,1,12-11-2017,14480,285,16,18,FALSE,FALSE,FALSE
cVYWO4aOhis,14-11-2017,అమావాస్య ఉసిరిదీపం ఇలా వెలిగించండి  chirravuri pravachanam solution puja Telugu foundation lakshmi,CHIRRAVURI FOUNDATION,22,13-11-2017,23421,181,19,24,FALSE,FALSE,FALSE
3JZDGo55roI,14-11-2017,Every Arranged Marriage Ever ft. Rajkummar Rao & Kriti Kharbanda | Shaadi Mein Zaroor Aana,Arre,24,09-11-2017,1385906,31396,1008,1073,FALSE,FALSE,FALSE
4q8gvlRQh84,14-11-2017,Athadu Aame (He & She) | Latest Telugu Comedy Web Series | Season 3 | Episode 3 | Chandragiri Subbu,Chandragiri Subbu,24,11-11-2017,54848,1520,61,166,FALSE,FALSE,FALSE
OZU2E50G4KI,14-11-2017,ANUGRAH TV- 12-11-2017 Sunday Holy Communion Meeting Live Stream,Ankur Narula Ministries,29,12-11-2017,17726,887,21,96,FALSE,FALSE,FALSE
zH2QWFmKqpQ,14-11-2017,ಗೊತ್ತಿಲದೆ 2 ವರ್ಷ ಪಿಶಾಚಿ ಜೊತೆ ಸಂಸಾರ ಮಾಡಿ ಮಗು ಕೂಡ ಮಾಡಿಕೊಂಡ... ಶಾಕಿಂಗ್ ನ್ಯೂಸ್.. Kannada News,Namma Kannada TV,24,11-11-2017,40576,180,41,30,FALSE,FALSE,FALSE
AlrbKKGIcjI,15-11-2017,"Deivamagal Episode 1388, 14/11/17",VikatanTV,43,14-11-2017,591632,3231,1327,1030,FALSE,FALSE,FALSE
a8G-vVFKm4M,15-11-2017,வாணி ராணி - VAANI RANI -  Episode 1417 - 14/11/2017,RadaanMedia,24,14-11-2017,303877,1658,287,201,FALSE,FALSE,FALSE
YbWw3kVdsPs,15-11-2017,D4 Junior Vs Senior I EP 84 -Appani Sarath with Jimikki Kammal..! I Mazhavil Manorama,Mazhavil Manorama,24,14-11-2017,184479,657,169,210,FALSE,FALSE,FALSE
g7BHnHzwOVo,15-11-2017,10 Years Old - Pyar Ho Jayega Prank on Girls by Kid | Prank In India | The HunGama Films,The HunGama Films - Ab Mauj Legi Dilli,24,13-11-2017,513503,14485,1240,721,FALSE,FALSE,FALSE
MfB_zSC70J0,15-11-2017,Ama Ghara Laxmi | Full Ep 475 14th Nov 2017 | Odia Serial – TarangTV,Tarang TV,24,14-11-2017,61702,273,57,34,FALSE,FALSE,FALSE
iNQiWRdqYb0,15-11-2017,"Alitho Saradaga |  13th November 2017 | Thagubothu Ramesh, Praveen  l Full Episode | ETV Telugu",etvteluguindia,24,13-11-2017,182089,918,94,79,FALSE,FALSE,FALSE
uCU5Bc2Q6pc,15-11-2017,Vamsam - வம்சம் | Tamil Serial | Sun TV |  Epi 1335 | 14/11/2017 | Vision Time,VisionTimeTamil,24,14-11-2017,109639,722,139,34,FALSE,FALSE,FALSE
KmTGHO9if3o,15-11-2017,"CID - सी आ डी - Episode 554 - 13th November, 2017",Sony PAL,24,13-11-2017,266941,1075,150,127,FALSE,FALSE,FALSE
Dp1Vb81ifb0,15-11-2017,14 November 2017-The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs,Study IQ education,27,14-11-2017,55663,2869,36,641,FALSE,FALSE,FALSE
yPOnlqGGGGU,15-11-2017,"Genes Promo | 18th November 2017 | Indraneel, Meghana | Genes Latest Promo",mallemalatv,24,13-11-2017,382852,2805,165,356,FALSE,FALSE,FALSE
Ukjn7A9L7vY,15-11-2017,SDI Annual Ijtema 2017 Final Day (For Brothers),SDI Channel,27,12-11-2017,150609,4076,289,169,FALSE,FALSE,FALSE
GL1hj67Er8c,15-11-2017,Patas | 13th November 2017 | Full Episode 608 | ETV Plus,ETV Plus India,23,13-11-2017,219445,1225,126,220,FALSE,FALSE,FALSE
