video_id,trending_date,title,channel_title,category_id,publish_date,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
IZc2Mme6X0U,25-12-2017,Top 5 Flagship Phones of 2017 - My best Picks!!! Best Smartphone in India?,Technical Guruji,28,22-12-2017,362502,28948,1208,9188,FALSE,FALSE,FALSE
NaX-oGJEZI8,25-12-2017,Aaj Se Teri | Padman | Akshay Kumar & Radhika Apte | Arijit Singh | Amit Trivedi,Zee Music Company,10,20-12-2017,9395757,129355,4858,7590,FALSE,FALSE,FALSE
h6eoHI62kp8,25-12-2017,पुणे : महाराष्ट्र केसरी : अभिजीत कटके आणि किरण भगत महाराष्ट्र केसरी किताबासाठी आमनेसामने,ABP Majha,25,23-12-2017,139794,628,50,18,FALSE,FALSE,FALSE
1-phVSimuHI,25-12-2017,Durga | Full Ep 949 23rd Dec 2017 | Odia Serial - TarangTV,Tarang TV,24,23-12-2017,70258,240,58,61,FALSE,FALSE,FALSE
bD1ESpMTzPQ,25-12-2017,Kuladheivam SUN TV Episode - 806 (23-12-17),THIRU TV,24,23-12-2017,202195,755,192,29,FALSE,FALSE,FALSE
dP9r4AkVhgY,25-12-2017,TSP's First Date || Expectations vs Reality,The Screen Patti,24,22-12-2017,546418,18951,803,881,FALSE,FALSE,FALSE
gDBz7Oq_lRI,25-12-2017,Tholi Prema Official Teaser | Varun Tej | Raashi Khanna | Thaman S | Venky Atluri | #TholiPrema,Sri Venkateswara Cine Chitra,24,20-12-2017,3171129,66837,2838,1759,FALSE,FALSE,FALSE
R016Q5YO5VE,25-12-2017,Rashi Khanna in Hindi Dubbed 2017 | Hindi Dubbed Movies 2017 Full Movie,Movie Mela,1,24-12-2017,352531,1060,148,40,FALSE,FALSE,FALSE
KcWXKmnZZVo,25-12-2017,Aiyaary Trailer  | Neeraj Pandey | Sidharth Malhotra | Manoj Bajpayee | Releases 26th January 2018,Reliance Entertainment,24,19-12-2017,11229929,171941,4683,8656,FALSE,FALSE,FALSE
2bMkkqzPvn8,25-12-2017,Virat Kohli and Little Dhawan Cute Moment at Virat - Anushka Wedding Reception in Delhi,Viralbollywood,24,22-12-2017,534414,2354,142,40,FALSE,FALSE,FALSE
0Jv64Cntv3o,25-12-2017,Virat Kohli And Anushka Sharma Delhi Reception Today At This Hotel,2 Minute News Today,24,21-12-2017,397494,1219,267,168,FALSE,FALSE,FALSE
CcdgO10VbcQ,25-12-2017,25 EASY GIFT WRAPPING IDEAS AND HACKS,5-Minute Crafts,26,23-12-2017,4128228,55961,3633,2331,FALSE,FALSE,FALSE
dggnDu2uQkg,25-12-2017,Rangaraj Pandey on TTV Dinakaran's Lead in RK Nagar By Elections | Thanthi TV,Thanthi TV,25,24-12-2017,78191,233,84,75,FALSE,FALSE,FALSE
U8LHgq3Jlnw,25-12-2017,NET NEUTRALITY MEMES,PewDiePie,23,23-12-2017,3644430,229416,6627,13658,FALSE,FALSE,FALSE
jd4TphVdDm0,25-12-2017,இந்த விஷயங்களை கவனித்தால் நீங்களே சொல்வீர்கள் இது பொய் என்று ! Jayalalitha Fake Video,2 Minutes News,25,20-12-2017,1982112,6116,2900,489,FALSE,FALSE,FALSE
NwP1zp4vOJU,25-12-2017,LOGAN PAUL - WHY 2017 WAS THE BEST YEAR OF MY LIFE.,Logan Paul Vlogs,24,23-12-2017,6603124,722684,8768,79664,FALSE,FALSE,FALSE
MKio29y4zG0,25-12-2017,இந்த வீடியோவை எடுத்த தினகரனுக்கு இதை மறைக்க தெரியலையப்பா | Tamil Cinema News Latest Jayalaitha News,Tamil News,24,20-12-2017,1033501,1858,1179,115,FALSE,FALSE,FALSE
7vYwPlMWhf4,25-12-2017,"लखनऊ में मिला ऐसा सांप जो गाना गाता है, देखिये...",HJ NEWS,25,21-12-2017,799540,1200,1789,0,TRUE,FALSE,FALSE
m9nqc42uUzU,25-12-2017,"മാസ്റ്റര്‍പീസ് കണ്ടിറങ്ങിയ പാര്‍വ്വതിയുടെ വിശ്വസിക്കാന്‍ പറ്റാത്ത കിടിലന്‍ പ്രതികരണം,പൊളിച്ചു",Manchu Mon,22,21-12-2017,535756,1406,976,139,FALSE,FALSE,FALSE
U9WXaO3EMSE,25-12-2017,HICHKI | Rani Mukerji | Trailer Reaction!,jaby koay,24,23-12-2017,140665,3464,116,682,FALSE,FALSE,FALSE
b5tJ35kPXgE,25-12-2017,Pawan Kalyan CRAZE | Hello Movie Pre Release Event | Akhil | Nagarjuna | NewsQube,NewsQube,24,21-12-2017,538235,3998,812,0,TRUE,FALSE,FALSE
Yi3DvguCGtM,25-12-2017,Funding for Your StartUp | Private Equity | Venture Capital | Angel Investor | Dr Vivek Bindra,Dr. Vivek Bindra: Motivational Speaker,27,23-12-2017,251575,21150,402,1673,FALSE,FALSE,FALSE
ucgx1gYTiDM,25-12-2017,"Velaikaran Movie Review : Kashayam with Bosskey | Sivakarthikeyan, Nayanthara, RJ Balaji",IndiaGlitz Tamil Movies | Interviews | Shooting Spot | Review | Gossip,24,22-12-2017,176136,1815,239,221,FALSE,FALSE,FALSE
aWyFa4dT-dg,25-12-2017,Sakka Podu Podu Raja Review | Santhanam | Vaibhavi | Vivek | STR |  Selfie Review,Selfie Review,1,22-12-2017,130912,2458,214,530,FALSE,FALSE,FALSE
YAKr20zPxtw,25-12-2017,Pandit Bole Aap Narak Mein Jaoge (Pranks In India ),Love Rudrakash,24,23-12-2017,81634,4404,638,482,FALSE,FALSE,FALSE
2sUG33ci3Xk,25-12-2017,Girliyapa's Things Girls With Acne Go Through,Girliyapa,22,23-12-2017,227883,10896,272,574,FALSE,FALSE,FALSE
WhEEJmr06Ac,25-12-2017,"Tiger Zinda Hai Movie Public REVIEW - First Day First Show Review - Salman Khan,Katrina Kaif",BiscootTV,24,22-12-2017,1281838,17425,1381,977,FALSE,FALSE,FALSE
r7PQrhhZFoE,25-12-2017,VELAIKKARAN Movie Public Opinion | Public Review | Rohini Theatre,KalakkalcinemaVideos,24,22-12-2017,264186,2877,372,125,FALSE,FALSE,FALSE
Z8lEGmfPQZw,25-12-2017,इस Prank Video में आप होते तो क्या करते ? Funny Pranks in India,TsMadaan,23,24-12-2017,20235,616,86,118,FALSE,FALSE,FALSE
CHM4fOT9oAc,25-12-2017,"Deivamagal Today Episode Review: 1422, 23/12/17 - New Ips Officer",Trending Visuals,24,23-12-2017,70060,560,67,23,FALSE,FALSE,FALSE
n4A3hjoxZV4,25-12-2017,"Lagira Zhala Jee - लगिरा झला जी - Episode 208  - December 25, 2017 - Preview",zeemarathi,24,24-12-2017,47801,138,9,8,FALSE,FALSE,FALSE
qXJMDzBMAUQ,25-12-2017,Shrimad Bhagwat Katha || Day - 1 || PUNEI || 24-31 December 2017,Shri Devkinandan Thakur Ji,22,24-12-2017,35735,4206,95,222,FALSE,FALSE,FALSE
cGcMFul1GDE,25-12-2017,Bithiri Sathi Making Chicken Biryani | Biryani Becomes 2017's Most Ordered Food Item | Teenmaar News,V6 News Telugu,25,23-12-2017,292758,2162,161,176,FALSE,FALSE,FALSE
1d7WTqJRpRY,25-12-2017,Funny Awkward Moments | Hyderabadi Comedy | Warangal Diaries,Warangal Diaries,23,24-12-2017,47889,4575,167,892,FALSE,FALSE,FALSE
Z_8_Ik29Bmg,25-12-2017,Tiger Zinda Hai Spoof Motion Poster || Shudh Desi Endings,Shudh Desi Endings,23,23-12-2017,77900,2663,248,194,FALSE,FALSE,FALSE
hQ0RcaSylhs,25-12-2017,சீரியல் நடிகரின் விபரீத ஆசை | TV Potti | Black Sheep,Black Sheep,24,23-12-2017,113143,4562,657,1074,FALSE,FALSE,FALSE
1FV8dnTftDM,25-12-2017,Velaikkaran 2-Minute Review |  Sivakarthikeyan | Nayanthara | Fully Filmy,Fully Filmy,1,22-12-2017,182900,6151,294,316,FALSE,FALSE,FALSE
K0lp0HaK060,25-12-2017,Tiger Zinda Hai Movie Review by KRK | Bollywood Movie Reviews | Latest Movie Reviews,Kamaal R Khan - KRK,24,21-12-2017,194048,3663,7287,206,FALSE,FALSE,FALSE
fL30bWrGrfE,25-12-2017,Apple Admits Slowing Down Old iPhones? Ask MKBHD V23!,Marques Brownlee,28,24-12-2017,1029854,70406,1101,7048,FALSE,FALSE,FALSE
W5C5jcInUdU,25-12-2017,Tu Aashiqui - 22nd December 2017 - तू आशिकी,Colors TV,24,23-12-2017,193870,971,67,44,FALSE,FALSE,FALSE
VwbKT-WjYKg,25-12-2017,Akhil HELLO Movie First Day COLLECTIONS Will SHOCK You! | Kalyani Priyadarshan | Nagarjuna,Day TO Day,24,23-12-2017,39634,390,68,46,FALSE,FALSE,FALSE
BqCaV0CO4Jw,25-12-2017,"Kundali Bhagya - कुंडली भाग्य - Episode 119  - December 22, 2017 - Webisode",zeetv,24,22-12-2017,332623,1326,186,95,FALSE,FALSE,FALSE
HXuKHWfadao,25-12-2017,Velaikkaran Review | Sivakarthikeyan | Nayanthara,BehindwoodsTV,24,22-12-2017,233741,4262,491,299,FALSE,FALSE,FALSE
OWZq0EnoDnI,25-12-2017,Bigg Boss 11: Salman Khan gets ANGRY at Vikas Gupta for the FIRST time ! | FilmiBeat,FilmiBeat,24,23-12-2017,207745,1191,331,759,FALSE,FALSE,FALSE
G3_GRg8mTw8,25-12-2017,Aadu 2 Malayalam Movie Review By #AbhijithVlogger,Abhijith Vlogger,24,22-12-2017,158546,4028,227,513,FALSE,FALSE,FALSE
Q2u8tgsgUQ4,25-12-2017,"Sakka Podu Podu Raja - Review with Public | Santhanam, Vaibhavi | STR Musical",Shruti TV,1,22-12-2017,189889,2610,185,85,FALSE,FALSE,FALSE
fho4x2v0kMM,25-12-2017,Velaikkaran Intro video song leaked | Sivakarthikeyan | Nayanthara |Mohan Raja,Wetalkiess,24,21-12-2017,442209,3976,2103,529,FALSE,FALSE,FALSE
nGafqtbHRs0,25-12-2017,Paise Wala Pyar / Date On Christmas Evening / Christmas Special,Irahul Vohra,23,23-12-2017,68874,7160,80,697,FALSE,FALSE,FALSE
QmGQ8uRuRBs,25-12-2017,Nagarjuna Akkineni Speech @ HELLO Pre Release Event || Chiranjeevi || Ram Charan || Akhil || NTV,NTV Telugu,25,20-12-2017,686912,5017,316,255,FALSE,FALSE,FALSE
xgqnqTZybI8,25-12-2017,आखिर शत्रुघ्न सिन्हा ने लालू यादव को क्यों कहा ‘जनता का हीरो’ ? INDIA NEWS VIRAL,India News Viral,24,23-12-2017,77318,691,68,92,FALSE,FALSE,FALSE
VuhMaWz8boE,25-12-2017,జియో HAPPY NEW YEAR ప్లాన్స్.. || Reliance Jio New Year Offers 2018 || Jio Latest Offers2018,OmFut,24,23-12-2017,118800,969,171,69,FALSE,FALSE,FALSE
8aSBVOP1n5Y,25-12-2017,"Velaikkaran la kurai sonna, I can only laugh - Mohan Raja I Sivakarthikeyan I Nayanthara I FDFS",Galatta Tamil | கலாட்டா தமிழ்,24,22-12-2017,127995,3173,128,192,FALSE,FALSE,FALSE
t6j-06R3B5E,25-12-2017,Ram Charan Speech At HELLO Pre Release Event | Akkineni Akhil | Kalyani Priyadarshan,Annapurna Studios,24,20-12-2017,521728,6343,209,307,FALSE,FALSE,FALSE
TN0lBs7p_u8,25-12-2017,రేషన్ కార్డ్ ఉందా అయితే మీకు మోడీ బంపర్ ఆఫర్ | Every Ration Card Holder Will Get 700 Rs Per Month,SumanTV,26,22-12-2017,96854,1113,280,288,FALSE,FALSE,FALSE
mMjt3325Dts,25-12-2017,MCA విడుదల తర్వాత నానితో సాయి పల్లవి ఎందుకు గొడవ పడిందో బయటపడింది | Nani's MCA in Trouble ?,Tollywood Nagar,24,22-12-2017,146660,421,197,0,TRUE,FALSE,FALSE
ULKaHSYU-SI,25-12-2017,சற்று முன் வெளிவந்த வீடியோவின் தடயவியல் ஆய்விற்கு போகும் ஆதாரங்கள்,Tamil Trending,1,20-12-2017,916174,1741,686,0,TRUE,FALSE,FALSE
SyJpE3WiNEE,25-12-2017,சந்திரலேகா | CHANDRALEKHA | Sun TV | Tamil Serial | Episode 972 - 23rd December 2017,Saregama TVShows,24,23-12-2017,184217,1086,165,81,FALSE,FALSE,FALSE
bRVajQqFKv4,25-12-2017,Baba Virender Dev Dikshit's Ashram victims talk about their ordeal,Aaj Tak,25,22-12-2017,96153,513,94,127,FALSE,FALSE,FALSE
4R9NOLmbG98,25-12-2017,Top 5 Best Bollywood Films of 2017 | Anupama Chopra,Film Companion,24,23-12-2017,40138,876,63,287,FALSE,FALSE,FALSE
63IU3SuefOc,25-12-2017,Mor Comedy # Mangu Ke Drame # Episode 16 # पटवारन के  जिकरे # Vijay Varma # New Haryanvi Comedy,Mor Haryanvi,24,22-12-2017,254461,3503,398,262,FALSE,FALSE,FALSE
nAPEWf7L8ag,25-12-2017,निरहुआ का हुआ पेट ख़राब  - Comedy Scene - Comedy Scene From Bhojpuri Movie Nirhuaa Hindustani 2,Wave Music,10,20-12-2017,980735,1758,626,170,FALSE,FALSE,FALSE
bN6BSmWShbo,25-12-2017,Big News Big Debate || RGV's 'Kadapa' web series raises eyebrows - Rajinikanth TV9,TV9 Telugu,25,20-12-2017,388779,4000,324,1078,FALSE,FALSE,FALSE
ECFRIzp3EB8,25-12-2017,🔴[Live] Burj Sidhwan (Malout) Kabaddi Tournament  24 Dec 2017,Kabaddi365.com,17,24-12-2017,81893,966,37,1,FALSE,FALSE,FALSE
ltJFuOmcrQk,25-12-2017,"தினகரன் முன்னிலை... கலக்கத்தில் அணி தாவிய எம்.பி., எம்.எல்.ஏ.க்கள்- வீடியோ",Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,24-12-2017,87222,294,40,18,FALSE,FALSE,FALSE
jRiI5bt0ZRQ,25-12-2017,"Nani on MCA, issues with Sai Pallavi, why he might have rejected Arjun Reddy, monotony & more",IndiaGlitz Telugu Movies | Reviews | Gossips l Hot News,24,21-12-2017,238716,894,102,102,FALSE,FALSE,FALSE
dP1FmctZ7Uc,25-12-2017,ਵੱਡੀ ਖ਼ਬਰ ! Rupinder Handa Ne fer Lita Snapchat te Babbu maan Nal Panga |,DESI TADKA,24,23-12-2017,91750,2240,413,588,FALSE,FALSE,FALSE
pC2QNiK8vrA,25-12-2017,ஜெயலலிதா மூலமா தினகரன் வெற்றி முழு விவரம் RK Nagar DMK TTV ADMK NTK Nam Tamilar Seeman,New Bharathi Studio,24,22-12-2017,207182,1039,344,175,FALSE,FALSE,FALSE
tc2dyTIMOOM,25-12-2017,THE BEST WORST DATE || Hyderabad Diaries,Hyderabad Diaries,24,22-12-2017,135652,14571,314,1206,FALSE,FALSE,FALSE
FteErqSLIIY,25-12-2017,अभिसार शर्मा का 2 जी का बड़ा खुलास/ABHISAAR SHARMA ON MODI,National Dastak,25,22-12-2017,93035,2814,162,355,FALSE,FALSE,FALSE
F5X5GNH_la0,25-12-2017,Weekend Machan | EP #3 - Go Go Goa | an Ondraga Web Series,Ondraga Entertainment,23,22-12-2017,153138,4926,199,263,FALSE,FALSE,FALSE
rDDdXd6Cvnc,25-12-2017,jayas riya yara o yara sunny deol bobby deol,Jayas Kumar,1,22-12-2017,163956,2611,115,111,FALSE,FALSE,FALSE
FLCmiOesdxU,25-12-2017,गजेंद्र अजमेरा का पहला देसी फागुण गीत 2018 | चंग म्हारो गेरो बाजे | Full Video | New Rajasthani Song,RDC Rajasthani,10,22-12-2017,269755,4308,397,417,FALSE,FALSE,FALSE
O2N9RhlVSoI,25-12-2017,"Saheb , Biwi aur Bestfriend Feat. Nazarbattu || Harsh Beniwal",Harsh Beniwal,23,19-12-2017,2477298,225649,2705,11519,FALSE,FALSE,FALSE
8MfCjooa_cU,25-12-2017,Revanth Reddy Vs. Minister Laxma Reddy - TV9 Now,TV9 NOW,24,23-12-2017,60123,321,56,118,FALSE,FALSE,FALSE
TZjdNdh9c_M,25-12-2017,10 AWESOME COCA COLA TRICKS!,VitaliUS EN,28,22-12-2017,556029,2527,927,405,FALSE,FALSE,FALSE
P8ZWk3S14ec,26-12-2017,Yo Yo Honey Singh: Dil Chori (Song Teaser) | Sonu Ke Titu Ki Sweety | Luv Ranjan,T-Series,10,24-12-2017,3846957,86179,3704,10348,FALSE,FALSE,FALSE
BgXOoWQY-MU,26-12-2017,"Deivamagal Episode 1423, 25/12/17",VikatanTV,43,25-12-2017,748860,5001,930,800,FALSE,FALSE,FALSE
KwTBowhertw,26-12-2017,काजल राघवानी की सबसे बड़ी फ़िल्म (HD 2018) | Bhojpuri Superhit Film full Movie 2018,Wave Music - Bhojpuri Movies,1,22-12-2017,3670263,5474,2745,1143,FALSE,FALSE,FALSE
uA4cSPgs_Ps,26-12-2017,ஆர்.கே.நகர் தேர்தல் முடிவு | அதிமுகவில் தலை இல்லை | டி.ரஜேந்தர் கருத்து,News 18 Tamilnadu,25,24-12-2017,280946,1192,575,459,FALSE,FALSE,FALSE
dUBRMK7c2bg,26-12-2017,"खुले शाहरुख़ के राज, तो शर्मा गए किंग खान. Anant Amabni rocks on Stage, makes Shahrukh Khan shy.",Prime Minister Narender Modi,24,24-12-2017,788061,6217,725,526,FALSE,FALSE,FALSE
UL4jyN7HYmI,26-12-2017,"MCA - Middle Class Abbayi - BACK to BACK BLOCKBUSTER HIT Trailers - Nani, Sai Pallavi",Dil Raju,24,24-12-2017,970550,6302,463,255,FALSE,FALSE,FALSE
7BQWaxwWM2E,26-12-2017,"Salman की Tiger Zinda Hai ने तोड़े Record , Shahrukh- Ajay सबको चटाई धूल",NMF News,24,23-12-2017,1000529,8484,1172,722,FALSE,FALSE,FALSE
UUQkl9WwrDQ,26-12-2017,Babu Gogineni Vs Venu Swamy on Astrology | Prime Time With Mahaa Murthy | Mahaa News,Mahaa News,25,21-12-2017,1202255,6984,964,3148,FALSE,FALSE,FALSE
TdD5np3hb7Q,26-12-2017,"Naa Show Naa Ishtam | 23rd December 2017 | Sharanya, Manisha & Gayatri  | Full Episode 111 | ETV",ETV Plus India,23,23-12-2017,423421,2153,243,190,FALSE,FALSE,FALSE
iZxg4Y60zpY,26-12-2017,సెలవుల్లోమామయ్యఇంటికివెళితేనన్నుఅక్కడగట్టిగ తాకాడుఎక్కడెక్కడో వేళ్ళతోఇంకాIMystoryILatest Telugu News,Today Popular Videos,22,25-12-2017,133441,564,150,21,FALSE,FALSE,FALSE
wQokmC9tiog,26-12-2017,The Indian Food Challenge Ft. Unbox Therapy & Chyawanprash Part #2,Technical Guruji,28,25-12-2017,141810,12231,417,1921,FALSE,FALSE,FALSE
O7xSGDIPgVk,26-12-2017,சற்றுமுன் ஐெ அடுத்த வீடியோ OPS EPS  | தினகரன் அதிரடி நெருங்கிய கிளைமாக்ஸ் | Detailed Leaked News,Connecting,24,23-12-2017,643370,1160,658,128,FALSE,FALSE,FALSE
jUUqqxa3Fn4,26-12-2017,Durga | Full Ep 950 25th Dec 2017 | Odia Serial - TarangTV,Tarang TV,24,25-12-2017,39478,186,30,21,FALSE,FALSE,FALSE
XWvhubdMsNY,26-12-2017,"Most shocking moments of 2017: WWE Top 10, Dec. 23, 2017",WWE,17,23-12-2017,2547724,54188,1568,2885,FALSE,FALSE,FALSE
YOs2X-xVwmY,26-12-2017,Weekly Reliv |Taarak Mehta Ka Ooltah Chashmah | 18th December to 22nd December 2017 |Ep 2361 to 2365,SAB TV,24,23-12-2017,460143,1879,325,118,FALSE,FALSE,FALSE
1lflbV7H0KY,26-12-2017,ITS TIME TO PARTY - New Year 2018 Special Event Trailer - Jabardasth - Dhee 10 - Patas,mallemalatv,24,23-12-2017,829984,7211,822,633,FALSE,FALSE,FALSE
VWRqkKxJlck,26-12-2017,ભૂરો ગામડા માં છોકરી જોવા ગ્યો || Dhaval domadiya/ part-3,Dhaval Domadiya,23,23-12-2017,542138,11020,543,567,FALSE,FALSE,FALSE
j1yfBTApgR8,26-12-2017,25 December 2017-The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs HD,Study IQ education,27,25-12-2017,46433,2404,33,369,FALSE,FALSE,FALSE
8-vWm6cDnak,26-12-2017,Aadhi Official Trailer  | Pranav Mohanlal | Jeethu Joseph | Goodwill Entertainments,GOODWILL ENTERTAINMENTS,24,21-12-2017,1031763,25431,2267,1495,FALSE,FALSE,FALSE
zN23NjdOT14,26-12-2017,Types Of People During Indian Weddings - PART 1,ashish chanchlani vines,23,20-12-2017,4800152,278199,9601,14430,FALSE,FALSE,FALSE
mHfUSLzcjnA,26-12-2017,Talking to Will Smith & Joel Edgerton - Kenny Sebastian | Face to Face,Kenny Sebastian,23,23-12-2017,571068,27604,281,950,FALSE,FALSE,FALSE
TZ8RRmJzeqo,26-12-2017,Seeman's views on RK Nagar Election Result | Press Meet,Tamil Rasigan,24,24-12-2017,143599,1264,125,206,FALSE,FALSE,FALSE
5JjPfpSrtvY,26-12-2017,Real Madrid vs Barcelona 0-3 - All Goals & Extended Highlights - La Liga 23/12/2017 HD,GOLAZO TV,17,23-12-2017,3668650,32163,2600,5812,FALSE,FALSE,FALSE
6FYjSdSg5Es,26-12-2017,இந்திய தேர்தல் வரலாற்றிலேயே முதன்முறை|R.K Nagar Election Result|TTV Dinakaran Latest News|,Tamil Cine News,22,24-12-2017,73034,184,60,22,FALSE,FALSE,FALSE
TChlrkoxEkc,26-12-2017,KHESARI LAL YADAV  SUPERHIT MOVIE ( HD 2018 ) | BHOJPURI SUPERHIT FULL MOVIE 2018,Filmistaan,1,21-12-2017,1859108,3561,1645,660,FALSE,FALSE,FALSE
KpnZ3nsseko,26-12-2017,Fun Bucket | 112th Episode | Funny Videos | Harsha Annavarapu | Telugu Comedy Web Series,TeluguOne,23,23-12-2017,216881,1920,272,436,FALSE,FALSE,FALSE
fqJN1TmjRaY,26-12-2017,தினகரனின் தந்திரம்... ஆட்சி கலையுமா? TTV Dinakaran wins in RK Nagar,Nakkheeran TV,25,24-12-2017,116500,843,126,143,FALSE,FALSE,FALSE
kyC7PfvPlfs,26-12-2017,Weekly Reliv - Baalveer - 16th Dec  to 22nd Dec 2017  - Episode 812 to 818,Sony PAL,24,23-12-2017,281700,579,182,74,FALSE,FALSE,FALSE
0Zp0dvT3nCQ,26-12-2017,Andamaina Jeevitham Full Movie - Anupama Parameswaran - 2017 Latest Telugu Movies - Dulquer Salman,Bhavani HD Movies,24,17-12-2017,1888660,9814,889,862,FALSE,FALSE,FALSE
jLggee_GYTA,26-12-2017,🔴[Live] Daffar (Hoshiarpur) Punjab Kabaddi Academy Association Cup  25 Dec 2017,Kabaddi365.com,17,25-12-2017,122340,1632,88,17,FALSE,FALSE,FALSE
dMcsNEm8iuU,26-12-2017,"23 दिसंबर आज से मृत्यु पंचक शुरु, अगले 5 दिनों तक भूलकर भी तक न करें ये 5 काम Astrology Panchak- YT",Brijnaari Sumi,22,23-12-2017,271812,2022,533,430,FALSE,FALSE,FALSE
xNJpCEoI484,26-12-2017,Shrimad Bhagwat Katha || Day - 2 || PUNEI || 24-31 December 2017,Shri Devkinandan Thakur Ji,22,25-12-2017,41476,4331,128,312,FALSE,FALSE,FALSE
wOQFrR3w0V8,26-12-2017,"Jai Simha Jukebox || Balakrishna, Nayanthara || KS Ravi Kumar || C Kalyan ||  Chirantan Bhatt",Aditya Music,10,24-12-2017,178024,2517,472,350,FALSE,FALSE,FALSE
AKhDxGJTe7g,26-12-2017,Vj Abishek Raaja Review On Sakka Podu Podu Raja |Youtubers Trolled Santhanam Smile Settai Gang Rocks,Nettv4u,24,22-12-2017,320353,5002,843,309,FALSE,FALSE,FALSE
6cjU2dGuFjM,26-12-2017,Kuladheivam SUN TV Episode - 807 (25-12-17),THIRU TV,24,25-12-2017,124756,595,144,30,FALSE,FALSE,FALSE
lr01087B6bk,26-12-2017,"Jai Simha Audio Launch || Nandamuri Balakrishna, Nayanthara || Chirantan Bhatt || TV9",TV9 Telugu,24,25-12-2017,109038,1346,450,2,FALSE,FALSE,FALSE
dDo186kzOo0,26-12-2017,7 AM ETV Telugu News | 25th December 2017,ETV Andhra Pradesh,25,25-12-2017,82785,354,52,15,FALSE,FALSE,FALSE
_-3j1Rask-o,26-12-2017,Uppum Mulakum│Flowers│EP# 503,Flowers Comedy,24,23-12-2017,405003,2380,241,436,FALSE,FALSE,FALSE
5KSe7V4-f_0,26-12-2017,Giving Warm Blankets to the Homeless(India) | Winter Nights | The Baigan Vines,The Baigan Vines Extras,24,23-12-2017,148593,18987,157,3595,FALSE,FALSE,FALSE
O6Z6-F2629M,26-12-2017,Tiger Zinda Hai PUBLIC REVIEW | First Day First Show | Salman Khan | Katrina Kaif,Bollywood Spy Hindi,24,22-12-2017,493930,5889,1026,862,FALSE,FALSE,FALSE
Xrf4sk-26GU,26-12-2017,"25 December, 2017 The  Discussion, India-Pakistan, Environmental Pollution, Agrarian Distress",only ias,27,25-12-2017,25409,0,0,0,TRUE,TRUE,FALSE
JDp3-egvxr4,26-12-2017,Happy Birthday Bhaijaan | Studio Version | Anubhav Mohanty | Humane Sagar | Neel Mohapatra,Amara Muzik Odia,10,24-12-2017,89112,2057,87,147,FALSE,FALSE,FALSE
ayMyKZ8g2io,26-12-2017,Pawan Kalyan with President Ram Nath Kovind at Governor Narasimhan Feast | YOYO TV Channel,YOYO TV Channel,25,24-12-2017,58714,385,21,20,FALSE,FALSE,FALSE
LcOqptFf3yg,26-12-2017,Velaikkaran First Show Fans Reaction | Sivakarthikeyan | Fahadh Faasil | Nayanthara,Tamil The Hindu,25,22-12-2017,804317,5535,766,244,FALSE,FALSE,FALSE
NQf2Bkv5uTQ,26-12-2017,Punith Anjaniputhra Row: City Civil Court Stays Movie Screening Until 2nd January,Tv9 Kannada,25,23-12-2017,86054,292,156,19,FALSE,FALSE,FALSE
WdAbH0ZhlXc,26-12-2017,Anushka And Virat Crazy Dancing On Their Wedding Reception,Mr. Reporter,24,22-12-2017,1085288,3184,570,172,FALSE,FALSE,FALSE
GKKTIB99OMw,26-12-2017,"10 Most Expensive Gifts Actresses Ever Received By Bollywood Stars - Anushka Sharma, Kareena Kapoor",Univrsal Media Pro,22,20-12-2017,2340159,6927,1692,154,FALSE,FALSE,FALSE
Wj34yfjN0OA,26-12-2017,Bhaagamathie Movie Teaser | Anushka | Unni Mukundan | Thaman S | UV Creations | #BhaagamathieTeaser,UV Creations,24,20-12-2017,2522998,37123,2626,1653,FALSE,FALSE,FALSE
YDqeDBONlnI,26-12-2017,"MS Dhoni ने Kuldeep Yadav को लगाई जमकर डांट, डांट के बाद मिले 3 wickets || India Win the match by 88",Daily Diary News,25,22-12-2017,186855,3567,596,281,FALSE,FALSE,FALSE
a2KFnldIEik,26-12-2017,Nandini 23rd Dec 2017,SunTV Tamil,22,24-12-2017,374263,1340,228,432,FALSE,FALSE,FALSE
P0oXH5SyUuI,26-12-2017,"Dhairyam (2017) NEW RELEASED Full Hindi Dubbed Movie | Ajay Rao, P Ravi Shankar, Sadhu Kokila",RKD Digital,24,21-12-2017,2575649,12279,1786,694,FALSE,FALSE,FALSE
BASh7eNGciw,26-12-2017,Real Madrid vs Barcelona 0-3 All Goals & Highlights 23/12/2017 HD,Wrsh98,17,23-12-2017,4361354,19709,3364,1926,FALSE,FALSE,FALSE
RE03EkFWxEU,26-12-2017,Athmasakhi l Nanthitha is critical stage l Mazhavil Manorama,Mazhavil Manorama,24,25-12-2017,163190,94,104,119,FALSE,FALSE,FALSE
sAryTcpxfXI,26-12-2017,"Muddha Mandaram - Episode 963  - December 25, 2017 - Preview",zeetvtelugu,24,24-12-2017,235577,399,48,27,FALSE,FALSE,FALSE
dlap0VQ9SxY,26-12-2017,deaf murarilal  lबोळो -भाटो  राजस्थानी हरयाणवी कॉमेडी वीडियो,Murari Ki Kocktail,1,23-12-2017,274333,5227,399,381,FALSE,FALSE,FALSE
